date,copper_close,iron_close,dxy_close,copper_return,iron_return,dxy_return,copper_vol_20d,iron_vol_20d,dxy_vol_20d,copper_vol_60d,iron_vol_60d,dxy_vol_60d,corr_copper_dxy_60d,corr_iron_dxy_60d
2023-01-31,5.11,123.37,101.92,0.0019607843137257053,0.0023561910952225595,-0.0016651973748653681,,,,,,,,
2023-02-01,5.07,126.33,101.03,-0.007827788649706457,0.023992866985490746,-0.0087323390894819,0.014467902002542617,0.009719262535862415,0.004770138741932968,,,,,
2023-02-02,5.11,123.95,101.58,0.007889546351084853,-0.018839547217604613,0.0054439275462734305,0.013596327175720593,0.009478920727155631,0.0050101577512937,,,,,
2023-02-03,4.96,125.26,102.76,-0.02935420743639927,0.010568777732956836,0.01161645993305771,0.014884991415926146,0.009451652694653555,0.005426528103645014,,,,,
2023-02-06,4.97,124.34,103.5,0.002016129032258007,-0.007344722976209472,0.007201245620864105,0.013658536977825986,0.009513022283608258,0.005149819690958701,,,,,
2023-02-07,4.99,122.75,103.3,0.004024144869215318,-0.012787518095544459,-0.0019323671497585293,0.013669598571756236,0.010109917408194823,0.004751845734572484,,,,,
2023-02-08,4.95,123.21,103.27,-0.008016032064128265,0.0037474541751527646,-0.0002904162633107221,0.013404234416350464,0.00931058219019071,0.004728343756004885,,,,,
2023-02-09,5.07,124.65,103.11,0.024242424242424176,0.011687363038714427,-0.001549336690229497,0.014743055706057223,0.009328783126688155,0.004741848009844147,,,,,
2023-02-10,5.09,125.14,103.54,0.0039447731755424265,0.003931006819093419,0.004170303559305699,0.013587885869251042,0.00934402742662293,0.004302166696037779,,,,,
2023-02-13,5.1,123.76,103.25,0.0019646365422396617,-0.011027649033082954,-0.0028008499130771636,0.013279136251289302,0.009589376379446627,0.004367981845035278,,,,,
2023-02-14,5.24,124.2,103.12,0.027450980392156987,0.0035552682611506015,-0.001259079903147664,0.014019004654948812,0.009185224768919895,0.004377844961478116,,,,,
2023-02-15,5.15,124.34,103.84,-0.01717557251908397,0.0011272141706923922,0.006982156710628296,0.013356618540890486,0.009184191046992925,0.0046059504188278285,,,,,
2023-02-16,5.15,124.69,103.79,0.0,0.0028148624738619787,-0.00048151001540830407,0.013260973629376109,0.00915215650100029,0.0045404193266598055,,,,,
2023-02-17,5.12,124.94,103.78,-0.005825242718446644,0.002004972331381749,-9.63483957993061e-05,0.013001747293835995,0.009144250258535973,0.00453461916126004,,,,,
2023-02-21,4.97,126.34,104.11,-0.02929687500000011,0.011205378581719216,0.0031798034303334166,0.014447389266998466,0.009381597368283184,0.004560707581657418,,,,,
2023-02-22,5.04,125.77,104.52,0.014084507042253502,-0.004511635269906611,0.003938142349438012,0.01463796152606605,0.009483261234290287,0.004528709745709254,,,,,
2023-02-23,4.97,125.92,104.54,-0.01388888888888895,0.001192653255943421,0.00019135093761968314,0.014802345806263517,0.009473268184464267,0.004443597451554596,,,,,
2023-02-24,5.0,125.85,105.16,0.006036217303823088,-0.0005559085133418629,0.005930744212741423,0.01475052897096938,0.009459146556211676,0.004550593370095508,,,,,
2023-02-27,5.01,125.74,104.62,0.0020000000000000018,-0.0008740564163687292,-0.005135032331684997,0.014712276167094888,0.009472265752627449,0.00479989806022399,,,,,
2023-02-28,5.02,125.75,104.83,0.001996007984031989,7.952918721176871e-05,0.0020072643853947802,0.01459572675652678,0.00946561236028928,0.004773987031300965,,,,,
2023-03-01,5.14,126.8,104.43,0.0239043824701195,0.008349900596421378,-0.0038157016121338483,0.015595873974283428,0.00960085535437786,0.004868423876586253,,,,,
2023-03-02,4.89,127.02,105.0,-0.048638132295719894,0.0017350157728706073,0.005458201666187712,0.019023326948795743,0.008003156820577407,0.004346415366215867,,,,,
2023-03-03,5.12,126.64,104.49,0.04703476482617597,-0.0029916548575027457,-0.004857142857142893,0.021857232750208185,0.006683925397534675,0.004516117142217651,,,,,
2023-03-06,5.09,125.5,104.33,-0.005859375,-0.009001895135818061,-0.0015312470092831987,0.02078310952773058,0.0066565314770244115,0.0038640449876893067,,,,,
2023-03-07,5.1,127.33,105.59,0.0019646365422396617,0.014581673306772958,0.01207706316495738,0.020783045406027642,0.007150265476252007,0.004407110888287814,,,,,
2023-03-08,5.04,127.37,105.63,-0.0117647058823529,0.0003141443493286378,0.000378823752249291,0.020980941423931244,0.0063561317295888434,0.004355921052882187,,,,,
2023-03-09,5.11,129.48,105.31,0.01388888888888884,0.01656591033995425,-0.0030294423932594183,0.021073102397260422,0.0071520468839083706,0.004444908509281347,,,,,
2023-03-10,4.95,129.44,104.55,-0.03131115459882583,-0.0003089280197713373,-0.0072167885291045675,0.021614037538283157,0.006837932318262208,0.00478297670575619,,,,,
2023-03-13,4.88,130.49,103.71,-0.014141414141414232,0.008111866501854248,-0.008034433285509346,0.021775140765556512,0.0069657042771368105,0.005086466593785857,,,,,
2023-03-14,4.86,130.04,103.22,-0.004098360655737654,-0.003448540118016874,-0.0047247131424162925,0.021761016078453765,0.006395725431580431,0.005161734882838912,,,,,
2023-03-15,4.89,130.09,104.28,0.006172839506172645,0.00038449707782239884,0.01026932764968036,0.020731806049206557,0.006407407922019747,0.0056358762078804895,,,,,
2023-03-16,4.75,128.91,104.09,-0.02862985685071573,-0.009070643400722611,-0.0018220176448023873,0.021287626645185513,0.0068960296459018005,0.005449813742054185,,,,,
2023-03-17,4.73,130.0,103.36,-0.004210526315789331,0.008455511597238452,-0.007013161687001723,0.02126868650786879,0.00705205744425047,0.005679524694987132,,,,,
2023-03-20,4.79,128.26,102.93,0.012684989429175397,-0.01338461538461544,-0.004160216718266163,0.021586773782498722,0.00785780287430857,0.005748192855755106,,,,,
2023-03-21,4.62,128.01,102.9,-0.035490605427974886,-0.0019491657570559484,-0.00029146021568060565,0.0220223565358792,0.00753250559261175,0.005686634992748761,,,,,
2023-03-22,4.61,127.73,101.97,-0.0021645021645021467,-0.002187329114912817,-0.00903790087463563,0.021639248743932766,0.007465765475053062,0.005882207910770156,,,,,
2023-03-23,4.63,126.66,102.21,0.00433839479392617,-0.00837704532999306,0.0023536334215945587,0.021594639800327626,0.0077408639158877916,0.005929155391990119,,,,,
2023-03-24,4.6,126.01,102.76,-0.006479481641468721,-0.005131849044686443,0.005381078172390197,0.02149050349282003,0.00783521042098744,0.0058959844431418175,,,,,
2023-03-27,4.63,126.01,102.52,0.006521739130434856,0.0,-0.0023355391202803943,0.021579884149532935,0.007831971746683911,0.005828927301404368,,,,,
2023-03-28,4.69,126.01,102.11,0.012958963282937441,0.0,-0.003999219664455711,0.02186984514341617,0.007832022286871547,0.005820710191515754,,,,,
2023-03-29,4.72,126.01,102.3,0.006396588486140553,0.0,0.0018607384193516374,0.021064845186988812,0.007589723326318884,0.005829846950914604,,,,,
2023-03-30,4.65,126.01,101.82,-0.01483050847457612,0.0,-0.004692082111437013,0.01849780811751154,0.00757531941944246,0.005676583208477519,0.01717856923626942,0.008515219528489246,0.005152048606406985,-0.12371286732300506,-0.09929929074248349
2023-03-31,4.66,127.06,102.19,0.0021505376344086446,0.008332672010157971,0.0036338636810058222,0.014476469974553116,0.007789393370655652,0.005731217578371772,0.016881106232615344,0.00806422679297222,0.0051681223461945616,-0.13379771039032093,-0.11532161533062169
2023-04-03,4.62,122.19,101.79,-0.008583690987124526,-0.03832834881158509,-0.0039142773265484765,0.014501786820233706,0.011491968657003656,0.00576539716888085,0.016895780330256346,0.00955791070613885,0.005078448719944707,-0.1260485620079139,-0.036796356309684954
2023-04-04,4.57,120.24,101.27,-0.010822510822510734,-0.0159587527620918,-0.005108556832694844,0.014472887088257997,0.011301995206155291,0.004894901260597098,0.016613742121005182,0.00965452385051834,0.004916736862408475,-0.06803249270573038,0.04108593217801835
2023-04-05,4.56,119.67,101.55,-0.002188183807440014,-0.004740518962075835,0.0027648859484545873,0.01440848566299408,0.011285218214759066,0.004986087214048983,0.016592447233685127,0.009638373139989416,0.0048069333352142056,-0.05754960688818517,0.0572681261694505
2023-04-06,4.55,119.16,101.52,-0.002192982456140302,-0.0042617197292554865,-0.0002954209748892156,0.01373838217673536,0.010297389020866361,0.0049925772926959116,0.016495884004595205,0.009333564120916607,0.004795553764542554,-0.05055441496418422,0.04115568484796544
2023-04-10,4.56,119.75,102.25,0.00219780219780219,0.004951325948304719,0.007190701339637506,0.01243118382115,0.01046494609876102,0.0052075542231406,0.016487102091247336,0.009237104572724341,0.004889994926127533,-0.041699858440639226,0.05605192456635414
2023-04-11,4.63,121.05,101.88,0.015350877192982448,0.01085594989561578,-0.0036185819070905234,0.01290752972899405,0.010646175537389259,0.00498695435293841,0.01631081173501698,0.009341994863251409,0.004770761144340773,-0.10686668702132984,0.04898644100366776
2023-04-12,4.64,120.5,101.17,0.002159827213822796,-0.004543577034283319,-0.006968983117392913,0.0129437201563971,0.010647668239013709,0.005101990525231233,0.016225518563045053,0.009287575075463404,0.004854435310848827,-0.1105302259978074,0.06140348428998349
2023-04-13,4.58,119.92,100.7,-0.012931034482758563,-0.0048132780082987825,-0.004645645942473076,0.012995544353862182,0.010604849197367672,0.004413135584865311,0.01610391225355976,0.009193947340800226,0.004882090978911177,-0.09199002661172465,0.07809657437828398
2023-04-14,4.59,119.11,101.25,0.0021834061135370675,-0.006754503002001311,0.005461767626613767,0.011568794650779675,0.010559197544985752,0.004697065117131473,0.015823295878360462,0.009229507243689011,0.004936950668027579,-0.08838816159177722,0.06322168386656665
2023-04-17,4.59,120.01,101.8,0.0,0.007556040634707495,0.005432098765432158,0.011558005402820011,0.010505619975318193,0.004734575099877739,0.015813677990480304,0.009260447317140165,0.004976246817969261,-0.08861382460267223,0.08333638761256541
2023-04-18,4.54,120.34,101.45,-0.010893246187363759,0.00274977085242889,-0.0034381139489193524,0.011239860347588244,0.010360410450510948,0.004709885165849681,0.015730510937254107,0.009258812119099121,0.004995754836609718,-0.08029766811295815,0.07988442015874993
2023-04-19,4.47,120.26,101.67,-0.01541850220264318,-0.0006647831145089045,0.0021685559388862075,0.008776079561824458,0.010372089253979996,0.004753404086146245,0.015795409084567107,0.009256660145011383,0.005000615103557682,-0.08389677498141127,0.08027675664897926
2023-04-20,4.51,119.31,101.57,0.008948545861297452,-0.007899550972892078,-0.0009835743090391702,0.009085627710321186,0.010425137810252772,0.004321622851075953,0.015783814380652718,0.009309754691439421,0.004992931550402246,-0.08040473256633356,0.08306329374053614
2023-04-21,4.53,117.21,101.55,0.004434589800443645,-0.017601206939904523,-0.00019690853598497426,0.009088659025866853,0.010854375647935236,0.004280118308880395,0.015770363534121895,0.009573206022412292,0.004981775947659792,-0.08537358624937137,0.08237011530918764
2023-04-24,4.53,116.76,101.07,0.0,-0.003839262861530468,-0.0047267355982275605,0.009000055336394865,0.010849954498737572,0.004167387815900284,0.01572165389718904,0.009557376129872541,0.0050111299807942995,-0.09147384044365277,0.08318216122513293
2023-04-25,4.51,117.6,101.59,-0.004415011037527727,0.007194244604316502,0.005144949045216229,0.008867670607448344,0.01109719241421328,0.004355694550433942,0.015716314869916603,0.00960740596924713,0.005055317525197737,-0.09286770443249628,0.09563361578578339
2023-04-26,4.51,116.71,101.21,0.0,-0.007568027210884343,-0.003740525642287773,0.008222902295035145,0.011104603314512906,0.0043449600631776325,0.015666683809268556,0.009635305547001908,0.005054854887062059,-0.10238030602031788,0.09910873962655976
2023-04-27,4.49,116.21,101.25,-0.0044345898004433115,-0.004284123040013688,0.0003952178638475523,0.007999803205334749,0.011069384750124582,0.004316495084345671,0.015661547993838423,0.009636114138989745,0.005051258130221652,-0.10144609704031438,0.10032468528576538
2023-04-28,4.54,116.14,101.4,0.011135857461024523,-0.0006023578005334151,0.001481481481481639,0.007994291698931736,0.011058797779405162,0.0042211394215562175,0.015733793111385407,0.00906316396816022,0.004925872698523201,-0.11065387708027194,0.19294978839904567
2023-05-01,4.49,103.61,101.92,-0.011013215859030812,-0.10788703289133805,0.00512820512820511,0.008244843812881765,0.02542911309699914,0.0043049331525042995,0.01572743877299154,0.01634201871880756,0.004920203184218029,-0.13244294753658034,0.013303560851708507
2023-05-02,4.48,106.01,101.73,-0.00222717149220486,0.023163787279220305,-0.001864207221350056,0.008091651672759744,0.02551835293011691,0.004233738913232861,0.015313128664191357,0.016596147440391985,0.004686117073676546,-0.06676132111720211,-0.030337537197724522
2023-05-03,4.5,105.48,101.12,0.004464285714285587,-0.004999528346382398,-0.005996264622038727,0.00788467137676106,0.025427648368027793,0.004294105899924038,0.015326127162406018,0.016587624845230013,0.00464442369821827,-0.08187760033904884,-0.01984779691751698
2023-05-04,4.53,103.87,101.18,0.006666666666666821,-0.015263557072430767,0.0005933544303797778,0.008046143817794863,0.025504627292222387,0.004245960440802741,0.015346166772074126,0.016616466582202647,0.004641533220242559,-0.0778947991626376,-0.02598812130605094
2023-05-05,4.44,103.55,101.0,-0.019867549668874163,-0.003080774044478707,-0.0017790077090334977,0.009158782790649779,0.025511997692965874,0.00426112710359665,0.015506961536388461,0.016595372928418596,0.004645267975385403,-0.0707832026805914,-0.0259589121892326
2023-05-08,4.47,107.4,101.16,0.006756756756756577,0.03718010622887502,0.0015841584158415856,0.009302950158861175,0.027243537342465315,0.003916473288667467,0.01517199688719632,0.01728334748759248,0.0046492800854360024,-0.060704994442876165,-0.005189749657481207
2023-05-09,4.4,106.05,101.4,-0.015659955257270597,-0.012569832402234749,0.0023724792408066353,0.009022267100485593,0.027026174770680925,0.003896747551339551,0.015253052701972608,0.017313364459727205,0.004625665392285806,-0.07601369217668535,-0.01705145580652388
2023-05-10,4.41,106.85,101.27,0.002272727272727204,0.007543611504007508,-0.0012820512820513885,0.009025374502792097,0.02720037149383871,0.003573081850267629,0.015254567934747994,0.01732615056882086,0.0046161024539768634,-0.07467280248444826,-0.023603577796055326
2023-05-11,4.39,104.8,101.87,-0.0045351473922903285,-0.019185774450163784,0.005924755603831322,0.008704200325622953,0.02736722696490754,0.0036225383192266367,0.014747545140531988,0.017444429174353047,0.004683795689872843,-0.07168356811084808,-0.043250249992510335
2023-05-12,4.44,105.16,102.51,0.011389521640091216,0.0034351145038167274,0.006282516933346471,0.00917236738703803,0.027453827030383997,0.0036848175013333177,0.01473792248457691,0.01745548450672354,0.004666470039831645,-0.023860029461651867,-0.04082105991248396
2023-05-15,4.44,106.77,102.27,0.0,0.015310003803727712,-0.0023412350014633265,0.00917236738703803,0.027706416863236535,0.0035588964468926993,0.01473792248457691,0.017595536473966774,0.004674513044185097,-0.024899658262933586,-0.04793651346538443
2023-05-16,4.35,106.84,102.4,-0.020270270270270396,0.0006556148730918476,0.0012711450083113807,0.009883429730455395,0.027677765716810517,0.003457329135174014,0.014912405569428805,0.01759064256007254,0.00467853315630801,-0.030943541613639054,-0.047073814777653135
2023-05-17,5.59,107.38,102.73,0.28505747126436787,0.005054286783976014,0.0032226562499999556,0.06473300011585273,0.0277602942307694,0.003492412909352159,0.039810832343198155,0.01752754743869421,0.00467906300924406,0.08653590087028597,-0.051482735491122374
2023-05-18,5.61,107.27,103.46,0.003577817531305927,-0.0010243993294840603,0.007106006035237922,0.06476154214257693,0.027768483561074097,0.003766273793536937,0.03978272125947439,0.017526707856917133,0.004744102596152379,0.08181193760416579,-0.04688313151804596
2023-05-19,5.6,107.1,103.08,-0.0017825311942960553,-0.0015847860538827918,-0.0036729170693987623,0.064818032225725,0.02761399319398256,0.0038988350679105897,0.039729053920128,0.017520483306146847,0.004765450241212526,0.08347293905559527,-0.04763352487125313
2023-05-22,5.79,107.16,103.08,0.03392857142857153,0.0005602240896358524,0.0,0.06492154421090715,0.027633843548864105,0.003686525959548958,0.03993185862203939,0.017523213893107393,0.004696651748126031,0.08326950109559919,-0.050668527248710335
2023-05-23,5.8,106.54,103.39,0.0017271157167528806,-0.005785740948114904,0.0030073729142414685,0.06484406986695382,0.02751178443999533,0.003589482411361328,0.0399320048202233,0.017526877742247544,0.004672801429904876,0.08278072534498714,-0.05139322761036702
2023-05-24,5.82,105.56,103.8,0.0034482758620690834,-0.009198423127463884,0.003965567269561765,0.0648084549543817,0.02752362115838404,0.003478761086789014,0.03993174995237287,0.017543760474915973,0.0046951686788891485,0.0827281007676874,-0.05788373337348435
2023-05-25,5.72,105.6,104.18,-0.01718213058419249,0.00037893141341416303,0.0036608863198459574,0.06506697098935553,0.02754642998006577,0.0035120237802194567,0.03992205596052591,0.017488342534681626,0.004695546843434964,0.08306519953690183,-0.046997767718303794
2023-05-26,5.64,105.41,104.14,-0.013986013986013957,-0.0017992424242424532,-0.00038395085429066,0.06536482789723727,0.02753905592276933,0.0035353686039119162,0.03941773209000743,0.01747845996968717,0.004640075743889243,0.11197215084402878,-0.05303954479676285
2023-05-30,5.53,105.2,104.08,-0.019503546099290725,-0.0019922208519115303,-0.0005761474937584499,0.06555381594690435,0.012889733354787913,0.003442548251981508,0.03909368240187913,0.017478891881891685,0.004598830886854336,0.13493668135333498,-0.05366498668383355
2023-05-31,5.58,105.07,104.25,0.009041591320072317,-0.0012357414448670445,0.0016333589546502214,0.06547153908167548,0.011771829278682436,0.0033746299485351945,0.0390906810342791,0.017461907222844603,0.004599761733830158,0.1348932640358105,-0.05508088850710417
2023-06-01,5.55,104.5,103.5,-0.005376344086021501,-0.005424954792043302,-0.007194244604316502,0.06557419684527475,0.011780996547941078,0.003517256563561798,0.03910285239003527,0.017314771543709917,0.004410946541415353,0.145987615066516,-0.10175749704960252
2023-06-02,5.6,106.33,103.95,0.009009009009008917,0.017511961722487923,0.004347826086956497,0.06556572514270727,0.01188395055414281,0.0035844255592570617,0.0390703469315232,0.017514008532864868,0.00445123601241118,0.14876367536330143,-0.07949552483084817
2023-06-05,5.59,107.38,103.94,-0.0017857142857142794,0.00987491770901916,-9.620009620014969e-05,0.06522109442825118,0.011988821476741336,0.0035262036789515047,0.03904464548881446,0.01740929709460824,0.004436358175853005,0.15248495856312538,-0.06791082963378975
2023-06-06,5.49,108.59,104.07,-0.017889087656529412,0.011268392624324886,0.0012507215701365038,0.06558318132879834,0.009001891998136016,0.003526282427496833,0.03888786389624878,0.017503063361348117,0.004343345002731047,0.1297282066984249,-0.060589871391416014
2023-06-07,5.69,109.18,104.06,0.03642987249544638,0.005433281149277214,-9.608917075032419e-05,0.06545801444579044,0.00850304036855908,0.003534563415917183,0.03907162074284169,0.017478248612237547,0.004215570972538732,0.11870914665486375,-0.042553213078797524
2023-06-08,5.03,111.43,103.32,-0.1159929701230229,0.020608169994504433,-0.007111281952719706,0.07168354676024775,0.009442520710731178,0.003972078771273335,0.04198788140477981,0.017737354808411397,0.0042724055319013615,0.1860890793230767,-0.07943027293689685
2023-06-09,5.06,112.96,103.53,0.005964214711729587,0.0137305931975229,0.002032520325203402,0.07161943264998881,0.008332704590827512,0.0038106797747640524,0.04198748339086988,0.017856263785882114,0.004064956680396054,0.19159358921951755,-0.08161690859677649
2023-06-12,5.14,111.14,103.63,0.015810276679841806,-0.016111898016997084,0.0009659036028204504,0.07163307316378327,0.009448067805617947,0.0035881718214232678,0.041841549400690806,0.017925279289501876,0.00406101265022523,0.18868696223127976,-0.08754158154528792
2023-06-13,5.2,112.45,103.32,0.011673151750972943,0.01178693539679676,-0.002991411753353268,0.07159904525843977,0.00923317417014042,0.0036185578509781917,0.04185131290789478,0.01796428841638671,0.003976713157416055,0.1852238941109962,-0.08130232523618768
2023-06-14,5.1,112.75,102.92,-0.019230769230769384,0.002667852378835045,-0.0038714672861013266,0.071576216117287,0.00922142262988591,0.0037427384435750363,0.0419204451575909,0.017915091720806433,0.003971763268451634,0.19805097608170802,-0.09722008642331285
2023-06-15,5.08,112.93,102.11,-0.0039215686274508554,0.0015964523281597476,-0.007870190439176028,0.030596355501999028,0.009208073437129174,0.004086710451037398,0.04164147727304788,0.017921044388790795,0.004099834710413532,0.1969282973069862,-0.10054594296002951
2023-06-16,5.12,113.02,102.26,0.007874015748031482,0.0007969538652261576,0.0014690040152776085,0.030669583538550923,0.009179689465914145,0.0037280897058200335,0.04164323758764319,0.0179244355350286,0.003933493102948418,0.20181874683088522,-0.1044346159821468
2023-06-20,4.87,113.08,102.13,-0.048828125,0.0005308794903557956,-0.0012712693135146225,0.03224708512065901,0.009140377326523017,0.003661183961600705,0.0421659928604118,0.017906523932011698,0.003925418198670698,0.20593843297366976,-0.10178707368539903
2023-06-21,4.84,112.85,101.68,-0.006160164271047264,-0.002033958259639257,-0.004406149025751427,0.03082015427102901,0.009191498629661602,0.0037634119447209654,0.0421649732126014,0.017900995007973458,0.0039010648506036002,0.21525938577748172,-0.09754383021584918
2023-06-22,4.83,112.85,101.99,-0.0020661157024792765,0.0,0.0030487804878047697,0.030765892831513122,0.009001771582847018,0.0037655561613707316,0.04216265133202732,0.017900995007973458,0.003912285649331098,0.21460206480059518,-0.09508553714020998
2023-06-23,4.81,112.65,102.54,-0.0041407867494824835,-0.0017722640673459855,0.005392685557407795,0.030655639918852447,0.008620715467221702,0.0038701834645848434,0.04214155712546882,0.017899651751662318,0.003940556412217431,0.21489294688241148,-0.0929008942877968
2023-06-26,4.85,112.46,102.33,0.008316008316008316,-0.0016866400355083355,-0.0020479812755997973,0.030827749008701024,0.008669669973495017,0.0037477146248295593,0.042146298094818145,0.01789825888187438,0.003942888024834919,0.2122660947110232,-0.09361568771225398
2023-06-27,4.81,112.6,102.13,-0.008247422680412342,0.0012448870709584892,-0.0019544610573634102,0.03079322301591086,0.008603987269235298,0.0037530298954821326,0.042112332995933296,0.017901019057503954,0.003903163314724199,0.20869928865108664,-0.09401313565577575
2023-06-28,4.84,112.64,102.55,0.006237006237006293,0.000355239786856254,0.004112405757368043,0.03080089664924012,0.008543219933773724,0.00392140389597477,0.04211696971747898,0.01785473970675314,0.0039110746352957705,0.2099954607886544,-0.1007344395878328
2023-06-29,4.81,112.62,103.01,-0.006198347107438051,-0.00017755681818176772,0.004485616772306189,0.030592725195094414,0.008515860159857835,0.004061355734288849,0.042108502835254656,0.017200683321951384,0.003916514243238983,0.20216902035920015,-0.14045272454026062
2023-06-30,4.84,112.57,102.59,0.006237006237006293,-0.0004439708755106242,-0.004077274051063062,0.030733580254780873,0.008311178096534472,0.0038488446808704513,0.04208183013798507,0.0170914128154177,0.003894998675810852,0.1945195669472928,-0.1629929122067311
2023-07-03,4.81,110.87,102.65,-0.006198347107438051,-0.015101714488762408,0.0005848523247879989,0.03052109097982232,0.008662802185699285,0.0036915235439039054,0.04209134624471662,0.017182488934067063,0.0038810312543137576,0.19589677491231808,-0.1616584109455558
2023-07-05,4.93,111.84,103.04,0.02494802494802495,0.008748985298096867,0.003799318071115554,0.031340756740256846,0.008613327361098431,0.003821248117826358,0.04219488739716506,0.017224215037512886,0.003908310521832977,0.20231436512584836,-0.1517704564275312
2023-07-06,4.85,112.27,102.87,-0.016227180527383367,0.0038447782546493503,-0.0016498447204968958,0.0313091185912467,0.008352159568076426,0.0038092143713305093,0.04226129112786814,0.017218431722022063,0.0038077632452469205,0.21066724310371673,-0.16870734637696724
2023-07-07,4.93,110.54,101.95,0.016494845360824684,-0.015409281197114044,-0.008943326528628393,0.030195264290768426,0.009126357889958006,0.00424026224603021,0.04226776072046367,0.017247783676224576,0.003955279637637134,0.19443039959802666,-0.11923433781150784
2023-07-10,4.89,109.21,101.64,-0.008113590263691739,-0.012031843676497345,-0.003040706228543466,0.015885735108402466,0.008247229922314747,0.004024454592160841,0.04228720617628586,0.01729823419802641,0.003869221329857343,0.20212369297815275,-0.1187719689661932
2023-07-11,4.83,109.34,101.4,-0.012269938650306678,0.0011903671824924356,-0.0023612750885477762,0.015970575872252094,0.007514665949413069,0.003980711547028347,0.04228342619639794,0.0172960141080016,0.003832956063783618,0.20039710479163933,-0.12566811140337605
2023-07-12,4.86,110.61,100.19,0.006211180124223725,0.01161514541796227,-0.011932938856015873,0.015539230140231928,0.007249520461203429,0.004631767341610977,0.04228745240887247,0.01736179671328423,0.004072626813271497,0.1830429344626981,-0.14723990630448625
2023-07-13,4.68,110.95,99.46,-0.0370370370370372,0.003073863122683429,-0.007286156303024316,0.016926451653193186,0.006733843002596444,0.004792708225064684,0.042582528939868365,0.017333637650413087,0.004107087672588205,0.20718196551988446,-0.16501438141667887
2023-07-14,4.68,112.38,99.61,0.0,0.012888688598467812,0.0015081439774784489,0.016625992140714554,0.007357790374438514,0.00482654999175204,0.04255365498785295,0.017421523968115672,0.004094268978850033,0.20410389876093457,-0.15576098079559852
2023-07-17,4.65,111.81,99.53,-0.0064102564102562765,-0.0050720768820073925,-0.0008031322156409892,0.016633468237628846,0.007425810260055136,0.004598341508832207,0.042509533184155374,0.01742944643582381,0.004081896250016089,0.20938631531193916,-0.15590813231376383
2023-07-18,4.72,112.17,99.63,0.015053763440860068,0.0032197477864233104,0.0010047221943132456,0.016983358730347852,0.007467246540052577,0.004584945668586596,0.042535082279680496,0.017414566904741424,0.004084704691452877,0.2113557441382672,-0.15568414338956493
2023-07-19,4.83,112.08,99.99,0.02330508474576276,-0.0008023535704734241,0.0036133694670279493,0.014408617265916674,0.007464911663478578,0.004714373664341657,0.04262641606855337,0.017275527686318612,0.004116041318914637,0.217399869608555,-0.15546816609504485
2023-07-20,4.85,112.43,100.6,0.0041407867494822614,0.003122769450392582,0.006100610061006151,0.014372679934157324,0.007495135872429841,0.004902093737842816,0.042626693057342596,0.01727672634124787,0.004153604577703037,0.21594226397838084,-0.1522110028566129
2023-07-21,4.84,112.47,100.8,-0.0020618556701030855,0.0003557769278661471,0.001988071570576677,0.014372644587470835,0.0074959569077077,0.0048670371886680745,0.04262183231053891,0.017247802469070674,0.004106159984887127,0.22088500005721726,-0.16347557827773743
